"Notes"	"Year Diagnosed"	"Year Diagnosed Code"	"Location"	"Location Code"	Cases
	"Before 1982"	"1981"	"Akron, OH"	"0080"	0
	"Before 1982"	"1981"	"Albany-Schenectady, NY"	"0160"	0
	"Before 1982"	"1981"	"Albuquerque, N.M."	"0200"	0
	"Before 1982"	"1981"	"Allentown, PA"	"0240"	0
	"Before 1982"	"1981"	"Ann Arbor, MI"	"0440"	0
	"Before 1982"	"1981"	"Atlanta, GA"	"0520"	9
	"Before 1982"	"1981"	"Austin, TX"	"0640"	0
	"Before 1982"	"1981"	"Bakersfield, CA"	"0680"	2
	"Before 1982"	"1981"	"Baltimore, MD"	"0720"	2
	"Before 1982"	"1981"	"Baton Rouge, LA"	"0760"	0
	"Before 1982"	"1981"	"Bergen-Passaic, NJ"	"0875"	6
	"Before 1982"	"1981"	"Birmingham, AL"	"1000"	0
	"Before 1982"	"1981"	"Boston, MA"	"1123"	7
	"Before 1982"	"1981"	"Buffalo, NY"	"1280"	6
	"Before 1982"	"1981"	"Charleston, SC"	"1440"	0
	"Before 1982"	"1981"	"Charlotte, NC"	"1520"	0
	"Before 1982"	"1981"	"Chicago, IL"	"1600"	5
	"Before 1982"	"1981"	"Cincinnati, OH"	"1640"	0
	"Before 1982"	"1981"	"Cleveland, OH"	"1680"	1
	"Before 1982"	"1981"	"Colorado Springs, CO"	"1720"	0
	"Before 1982"	"1981"	"Columbia, SC"	"1760"	0
	"Before 1982"	"1981"	"Columbus, OH"	"1840"	0
	"Before 1982"	"1981"	"Dallas, TX"	"1920"	1
	"Before 1982"	"1981"	"Dayton, OH"	"2000"	0
	"Before 1982"	"1981"	"Daytona Beach, FL"	"2020"	0
	"Before 1982"	"1981"	"Denver, CO"	"2080"	0
	"Before 1982"	"1981"	"Detroit, MI"	"2160"	3
	"Before 1982"	"1981"	"El Paso, TX"	"2320"	1
	"Before 1982"	"1981"	"Fort Lauderdale, FL"	"2680"	2
	"Before 1982"	"1981"	"Fort Wayne, IN"	"2760"	0
	"Before 1982"	"1981"	"Fort Worth, TX"	"2800"	0
	"Before 1982"	"1981"	"Fresno, CA"	"2840"	0
	"Before 1982"	"1981"	"Gary, IN"	"2960"	1
	"Before 1982"	"1981"	"Grand Rapids, MI"	"3000"	0
	"Before 1982"	"1981"	"Greensboro, NC"	"3120"	0
	"Before 1982"	"1981"	"Greenvile, SC"	"3160"	0
	"Before 1982"	"1981"	"Harrisburg, PA"	"3240"	0
	"Before 1982"	"1981"	"Hartford, CT"	"3283"	2
	"Before 1982"	"1981"	"Honolulu, HI"	"3320"	1
	"Before 1982"	"1981"	"Houston, TX"	"3360"	11
	"Before 1982"	"1981"	"Indianapolis, IN"	"3480"	0
	"Before 1982"	"1981"	"Jacksonville, FL"	"3600"	1
	"Before 1982"	"1981"	"Jersey City, NJ"	"3640"	5
	"Before 1982"	"1981"	"Kansas City, MO"	"3760"	2
	"Before 1982"	"1981"	"Knoxville, TN"	"3840"	0
	"Before 1982"	"1981"	"Las Vegas, NV"	"4120"	0
	"Before 1982"	"1981"	"Little Rock, AR"	"4400"	0
	"Before 1982"	"1981"	"Los Angeles, CA"	"4480"	27
	"Before 1982"	"1981"	"Louisville, KY"	"4520"	0
	"Before 1982"	"1981"	"McAllen-Edinburg-Mission, TX"	"4880"	0
	"Before 1982"	"1981"	"Memphis, TN"	"4920"	0
	"Before 1982"	"1981"	"Miami, FL"	"5000"	10
	"Before 1982"	"1981"	"Middlesex, NJ"	"5015"	2
	"Before 1982"	"1981"	"Milwaukee, WI"	"5080"	0
	"Before 1982"	"1981"	"Minneapolis-St Paul, MN"	"5120"	0
	"Before 1982"	"1981"	"Mobile, Al"	"5160"	0
	"Before 1982"	"1981"	"Monmouth-Ocean City, NJ"	"5190"	0
	"Before 1982"	"1981"	"Nashville, TN"	"5360"	0
	"Before 1982"	"1981"	"Nassau-Suffolk, NY"	"5380"	0
	"Before 1982"	"1981"	"New Haven, CT"	"5483"	6
	"Before 1982"	"1981"	"New Orleans, LA"	"5560"	2
	"Before 1982"	"1981"	"New York, NY"	"5600"	181
	"Before 1982"	"1981"	"Newark, NJ"	"5640"	13
	"Before 1982"	"1981"	"Norfolk, VA"	"5720"	0
	"Before 1982"	"1981"	"Oakland, CA"	"5775"	4
	"Before 1982"	"1981"	"Oklahoma City, OK"	"5880"	1
	"Before 1982"	"1981"	"Omaha, NE"	"5920"	0
	"Before 1982"	"1981"	"Orange County, CA"	"5945"	6
	"Before 1982"	"1981"	"Orlando, FL"	"5960"	1
	"Before 1982"	"1981"	"Philadelphia, PA"	"6160"	6
	"Before 1982"	"1981"	"Phoenix, AZ"	"6200"	1
	"Before 1982"	"1981"	"Pittsburgh, PA"	"6280"	1
	"Before 1982"	"1981"	"Portland, OR"	"6440"	2
	"Before 1982"	"1981"	"Providence, RI"	"6483"	0
	"Before 1982"	"1981"	"Raleigh-Durham, NC"	"6640"	1
	"Before 1982"	"1981"	"Richmond, VA"	"6760"	0
	"Before 1982"	"1981"	"Riverside-S Berndino, CA"	"6780"	3
	"Before 1982"	"1981"	"Rochester, NY"	"6840"	0
	"Before 1982"	"1981"	"Sacramento, CA"	"6920"	0
	"Before 1982"	"1981"	"Saint Louis, MO"	"7040"	1
	"Before 1982"	"1981"	"Salt Lake City, UT"	"7160"	0
	"Before 1982"	"1981"	"San Antonio, TX"	"7240"	1
	"Before 1982"	"1981"	"San Diego, CA"	"7320"	2
	"Before 1982"	"1981"	"San Francisco, CA"	"7360"	32
	"Before 1982"	"1981"	"San Jose, CA"	"7400"	0
	"Before 1982"	"1981"	"San Juan, PR"	"7440"	1
	"Before 1982"	"1981"	"Sarasota, FL"	"7510"	0
	"Before 1982"	"1981"	"Scranton, PA"	"7560"	0
	"Before 1982"	"1981"	"Seattle, WA"	"7600"	0
	"Before 1982"	"1981"	"Springfield, MA"	"8003"	0
	"Before 1982"	"1981"	"Stockton, CA"	"8120"	0
	"Before 1982"	"1981"	"Syracuse, NY"	"8160"	3
	"Before 1982"	"1981"	"Tacoma, WA"	"8200"	0
	"Before 1982"	"1981"	"Tampa-Saint Petersburg, FL"	"8280"	5
	"Before 1982"	"1981"	"Toledo, OH"	"8400"	0
	"Before 1982"	"1981"	"Tucson, AZ"	"8520"	0
	"Before 1982"	"1981"	"Tulsa, OK"	"8560"	0
	"Before 1982"	"1981"	"Vallejo-Fairfield-Napa, CA"	"8720"	0
	"Before 1982"	"1981"	"Ventura, CA"	"8735"	0
	"Before 1982"	"1981"	"Washington, DC"	"8840"	6
	"Before 1982"	"1981"	"West Palm Beach, FL"	"8960"	1
	"Before 1982"	"1981"	"Wichita, KS"	"9040"	0
	"Before 1982"	"1981"	"Wilmington, DE"	"9160"	1
	"Before 1982"	"1981"	"Youngstown, OH"	"9320"	0
"Total"	"Before 1982"	"1981"			388
	"1982"	"1982"	"Akron, OH"	"0080"	1
	"1982"	"1982"	"Albany-Schenectady, NY"	"0160"	0
	"1982"	"1982"	"Albuquerque, N.M."	"0200"	0
	"1982"	"1982"	"Allentown, PA"	"0240"	1
	"1982"	"1982"	"Ann Arbor, MI"	"0440"	0
	"1982"	"1982"	"Atlanta, GA"	"0520"	13
	"1982"	"1982"	"Austin, TX"	"0640"	0
	"1982"	"1982"	"Bakersfield, CA"	"0680"	1
	"1982"	"1982"	"Baltimore, MD"	"0720"	3
	"1982"	"1982"	"Baton Rouge, LA"	"0760"	0
	"1982"	"1982"	"Bergen-Passaic, NJ"	"0875"	5
	"1982"	"1982"	"Birmingham, AL"	"1000"	1
	"1982"	"1982"	"Boston, MA"	"1123"	15
	"1982"	"1982"	"Buffalo, NY"	"1280"	3
	"1982"	"1982"	"Charleston, SC"	"1440"	2
	"1982"	"1982"	"Charlotte, NC"	"1520"	0
	"1982"	"1982"	"Chicago, IL"	"1600"	18
	"1982"	"1982"	"Cincinnati, OH"	"1640"	0
	"1982"	"1982"	"Cleveland, OH"	"1680"	3
	"1982"	"1982"	"Colorado Springs, CO"	"1720"	1
	"1982"	"1982"	"Columbia, SC"	"1760"	3
	"1982"	"1982"	"Columbus, OH"	"1840"	1
	"1982"	"1982"	"Dallas, TX"	"1920"	5
	"1982"	"1982"	"Dayton, OH"	"2000"	1
	"1982"	"1982"	"Daytona Beach, FL"	"2020"	0
	"1982"	"1982"	"Denver, CO"	"2080"	5
	"1982"	"1982"	"Detroit, MI"	"2160"	1
	"1982"	"1982"	"El Paso, TX"	"2320"	0
	"1982"	"1982"	"Fort Lauderdale, FL"	"2680"	7
	"1982"	"1982"	"Fort Wayne, IN"	"2760"	0
	"1982"	"1982"	"Fort Worth, TX"	"2800"	1
	"1982"	"1982"	"Fresno, CA"	"2840"	0
	"1982"	"1982"	"Gary, IN"	"2960"	1
	"1982"	"1982"	"Grand Rapids, MI"	"3000"	0
	"1982"	"1982"	"Greensboro, NC"	"3120"	0
	"1982"	"1982"	"Greenvile, SC"	"3160"	1
	"1982"	"1982"	"Harrisburg, PA"	"3240"	2
	"1982"	"1982"	"Hartford, CT"	"3283"	1
	"1982"	"1982"	"Honolulu, HI"	"3320"	3
	"1982"	"1982"	"Houston, TX"	"3360"	20
	"1982"	"1982"	"Indianapolis, IN"	"3480"	5
	"1982"	"1982"	"Jacksonville, FL"	"3600"	0
	"1982"	"1982"	"Jersey City, NJ"	"3640"	24
	"1982"	"1982"	"Kansas City, MO"	"3760"	0
	"1982"	"1982"	"Knoxville, TN"	"3840"	0
	"1982"	"1982"	"Las Vegas, NV"	"4120"	1
	"1982"	"1982"	"Little Rock, AR"	"4400"	0
	"1982"	"1982"	"Los Angeles, CA"	"4480"	88
	"1982"	"1982"	"Louisville, KY"	"4520"	2
	"1982"	"1982"	"McAllen-Edinburg-Mission, TX"	"4880"	0
	"1982"	"1982"	"Memphis, TN"	"4920"	0
	"1982"	"1982"	"Miami, FL"	"5000"	50
	"1982"	"1982"	"Middlesex, NJ"	"5015"	1
	"1982"	"1982"	"Milwaukee, WI"	"5080"	0
	"1982"	"1982"	"Minneapolis-St Paul, MN"	"5120"	4
	"1982"	"1982"	"Mobile, Al"	"5160"	0
	"1982"	"1982"	"Monmouth-Ocean City, NJ"	"5190"	2
	"1982"	"1982"	"Nashville, TN"	"5360"	2
	"1982"	"1982"	"Nassau-Suffolk, NY"	"5380"	11
	"1982"	"1982"	"New Haven, CT"	"5483"	11
	"1982"	"1982"	"New Orleans, LA"	"5560"	7
	"1982"	"1982"	"New York, NY"	"5600"	473
	"1982"	"1982"	"Newark, NJ"	"5640"	36
	"1982"	"1982"	"Norfolk, VA"	"5720"	3
	"1982"	"1982"	"Oakland, CA"	"5775"	15
	"1982"	"1982"	"Oklahoma City, OK"	"5880"	1
	"1982"	"1982"	"Omaha, NE"	"5920"	0
	"1982"	"1982"	"Orange County, CA"	"5945"	9
	"1982"	"1982"	"Orlando, FL"	"5960"	1
	"1982"	"1982"	"Philadelphia, PA"	"6160"	17
	"1982"	"1982"	"Phoenix, AZ"	"6200"	4
	"1982"	"1982"	"Pittsburgh, PA"	"6280"	2
	"1982"	"1982"	"Portland, OR"	"6440"	2
	"1982"	"1982"	"Providence, RI"	"6483"	1
	"1982"	"1982"	"Raleigh-Durham, NC"	"6640"	2
	"1982"	"1982"	"Richmond, VA"	"6760"	0
	"1982"	"1982"	"Riverside-S Berndino, CA"	"6780"	1
	"1982"	"1982"	"Rochester, NY"	"6840"	3
	"1982"	"1982"	"Sacramento, CA"	"6920"	4
	"1982"	"1982"	"Saint Louis, MO"	"7040"	4
	"1982"	"1982"	"Salt Lake City, UT"	"7160"	0
	"1982"	"1982"	"San Antonio, TX"	"7240"	5
	"1982"	"1982"	"San Diego, CA"	"7320"	4
	"1982"	"1982"	"San Francisco, CA"	"7360"	109
	"1982"	"1982"	"San Jose, CA"	"7400"	0
	"1982"	"1982"	"San Juan, PR"	"7440"	10
	"1982"	"1982"	"Sarasota, FL"	"7510"	2
	"1982"	"1982"	"Scranton, PA"	"7560"	1
	"1982"	"1982"	"Seattle, WA"	"7600"	1
	"1982"	"1982"	"Springfield, MA"	"8003"	1
	"1982"	"1982"	"Stockton, CA"	"8120"	0
	"1982"	"1982"	"Syracuse, NY"	"8160"	3
	"1982"	"1982"	"Tacoma, WA"	"8200"	0
	"1982"	"1982"	"Tampa-Saint Petersburg, FL"	"8280"	5
	"1982"	"1982"	"Toledo, OH"	"8400"	0
	"1982"	"1982"	"Tucson, AZ"	"8520"	1
	"1982"	"1982"	"Tulsa, OK"	"8560"	2
	"1982"	"1982"	"Vallejo-Fairfield-Napa, CA"	"8720"	0
	"1982"	"1982"	"Ventura, CA"	"8735"	1
	"1982"	"1982"	"Washington, DC"	"8840"	22
	"1982"	"1982"	"West Palm Beach, FL"	"8960"	11
	"1982"	"1982"	"Wichita, KS"	"9040"	2
	"1982"	"1982"	"Wilmington, DE"	"9160"	0
	"1982"	"1982"	"Youngstown, OH"	"9320"	1
"Total"	"1982"	"1982"			1086
	"1983"	"1983"	"Akron, OH"	"0080"	0
	"1983"	"1983"	"Albany-Schenectady, NY"	"0160"	6
	"1983"	"1983"	"Albuquerque, N.M."	"0200"	1
	"1983"	"1983"	"Allentown, PA"	"0240"	1
	"1983"	"1983"	"Ann Arbor, MI"	"0440"	0
	"1983"	"1983"	"Atlanta, GA"	"0520"	35
	"1983"	"1983"	"Austin, TX"	"0640"	5
	"1983"	"1983"	"Bakersfield, CA"	"0680"	0
	"1983"	"1983"	"Baltimore, MD"	"0720"	24
	"1983"	"1983"	"Baton Rouge, LA"	"0760"	3
	"1983"	"1983"	"Bergen-Passaic, NJ"	"0875"	30
	"1983"	"1983"	"Birmingham, AL"	"1000"	0
	"1983"	"1983"	"Boston, MA"	"1123"	56
	"1983"	"1983"	"Buffalo, NY"	"1280"	4
	"1983"	"1983"	"Charleston, SC"	"1440"	5
	"1983"	"1983"	"Charlotte, NC"	"1520"	2
	"1983"	"1983"	"Chicago, IL"	"1600"	57
	"1983"	"1983"	"Cincinnati, OH"	"1640"	9
	"1983"	"1983"	"Cleveland, OH"	"1680"	8
	"1983"	"1983"	"Colorado Springs, CO"	"1720"	0
	"1983"	"1983"	"Columbia, SC"	"1760"	3
	"1983"	"1983"	"Columbus, OH"	"1840"	5
	"1983"	"1983"	"Dallas, TX"	"1920"	27
	"1983"	"1983"	"Dayton, OH"	"2000"	2
	"1983"	"1983"	"Daytona Beach, FL"	"2020"	0
	"1983"	"1983"	"Denver, CO"	"2080"	23
	"1983"	"1983"	"Detroit, MI"	"2160"	12
	"1983"	"1983"	"El Paso, TX"	"2320"	2
	"1983"	"1983"	"Fort Lauderdale, FL"	"2680"	42
	"1983"	"1983"	"Fort Wayne, IN"	"2760"	0
	"1983"	"1983"	"Fort Worth, TX"	"2800"	2
	"1983"	"1983"	"Fresno, CA"	"2840"	3
	"1983"	"1983"	"Gary, IN"	"2960"	2
	"1983"	"1983"	"Grand Rapids, MI"	"3000"	1
	"1983"	"1983"	"Greensboro, NC"	"3120"	3
	"1983"	"1983"	"Greenvile, SC"	"3160"	2
	"1983"	"1983"	"Harrisburg, PA"	"3240"	3
	"1983"	"1983"	"Hartford, CT"	"3283"	6
	"1983"	"1983"	"Honolulu, HI"	"3320"	6
	"1983"	"1983"	"Houston, TX"	"3360"	81
	"1983"	"1983"	"Indianapolis, IN"	"3480"	4
	"1983"	"1983"	"Jacksonville, FL"	"3600"	9
	"1983"	"1983"	"Jersey City, NJ"	"3640"	33
	"1983"	"1983"	"Kansas City, MO"	"3760"	9
	"1983"	"1983"	"Knoxville, TN"	"3840"	0
	"1983"	"1983"	"Las Vegas, NV"	"4120"	4
	"1983"	"1983"	"Little Rock, AR"	"4400"	1
	"1983"	"1983"	"Los Angeles, CA"	"4480"	279
	"1983"	"1983"	"Louisville, KY"	"4520"	2
	"1983"	"1983"	"McAllen-Edinburg-Mission, TX"	"4880"	0
	"1983"	"1983"	"Memphis, TN"	"4920"	2
	"1983"	"1983"	"Miami, FL"	"5000"	126
	"1983"	"1983"	"Middlesex, NJ"	"5015"	16
	"1983"	"1983"	"Milwaukee, WI"	"5080"	2
	"1983"	"1983"	"Minneapolis-St Paul, MN"	"5120"	5
	"1983"	"1983"	"Mobile, Al"	"5160"	2
	"1983"	"1983"	"Monmouth-Ocean City, NJ"	"5190"	6
	"1983"	"1983"	"Nashville, TN"	"5360"	1
	"1983"	"1983"	"Nassau-Suffolk, NY"	"5380"	38
	"1983"	"1983"	"New Haven, CT"	"5483"	18
	"1983"	"1983"	"New Orleans, LA"	"5560"	20
	"1983"	"1983"	"New York, NY"	"5600"	1032
	"1983"	"1983"	"Newark, NJ"	"5640"	81
	"1983"	"1983"	"Norfolk, VA"	"5720"	6
	"1983"	"1983"	"Oakland, CA"	"5775"	33
	"1983"	"1983"	"Oklahoma City, OK"	"5880"	5
	"1983"	"1983"	"Omaha, NE"	"5920"	1
	"1983"	"1983"	"Orange County, CA"	"5945"	22
	"1983"	"1983"	"Orlando, FL"	"5960"	6
	"1983"	"1983"	"Philadelphia, PA"	"6160"	45
	"1983"	"1983"	"Phoenix, AZ"	"6200"	7
	"1983"	"1983"	"Pittsburgh, PA"	"6280"	6
	"1983"	"1983"	"Portland, OR"	"6440"	6
	"1983"	"1983"	"Providence, RI"	"6483"	4
	"1983"	"1983"	"Raleigh-Durham, NC"	"6640"	5
	"1983"	"1983"	"Richmond, VA"	"6760"	3
	"1983"	"1983"	"Riverside-S Berndino, CA"	"6780"	11
	"1983"	"1983"	"Rochester, NY"	"6840"	4
	"1983"	"1983"	"Sacramento, CA"	"6920"	6
	"1983"	"1983"	"Saint Louis, MO"	"7040"	4
	"1983"	"1983"	"Salt Lake City, UT"	"7160"	4
	"1983"	"1983"	"San Antonio, TX"	"7240"	16
	"1983"	"1983"	"San Diego, CA"	"7320"	24
	"1983"	"1983"	"San Francisco, CA"	"7360"	305
	"1983"	"1983"	"San Jose, CA"	"7400"	8
	"1983"	"1983"	"San Juan, PR"	"7440"	28
	"1983"	"1983"	"Sarasota, FL"	"7510"	1
	"1983"	"1983"	"Scranton, PA"	"7560"	0
	"1983"	"1983"	"Seattle, WA"	"7600"	13
	"1983"	"1983"	"Springfield, MA"	"8003"	3
	"1983"	"1983"	"Stockton, CA"	"8120"	1
	"1983"	"1983"	"Syracuse, NY"	"8160"	6
	"1983"	"1983"	"Tacoma, WA"	"8200"	5
	"1983"	"1983"	"Tampa-Saint Petersburg, FL"	"8280"	5
	"1983"	"1983"	"Toledo, OH"	"8400"	0
	"1983"	"1983"	"Tucson, AZ"	"8520"	3
	"1983"	"1983"	"Tulsa, OK"	"8560"	1
	"1983"	"1983"	"Vallejo-Fairfield-Napa, CA"	"8720"	2
	"1983"	"1983"	"Ventura, CA"	"8735"	1
	"1983"	"1983"	"Washington, DC"	"8840"	68
	"1983"	"1983"	"West Palm Beach, FL"	"8960"	19
	"1983"	"1983"	"Wichita, KS"	"9040"	1
	"1983"	"1983"	"Wilmington, DE"	"9160"	1
	"1983"	"1983"	"Youngstown, OH"	"9320"	0
"Total"	"1983"	"1983"			2850
	"1984"	"1984"	"Akron, OH"	"0080"	3
	"1984"	"1984"	"Albany-Schenectady, NY"	"0160"	19
	"1984"	"1984"	"Albuquerque, N.M."	"0200"	3
	"1984"	"1984"	"Allentown, PA"	"0240"	3
	"1984"	"1984"	"Ann Arbor, MI"	"0440"	0
	"1984"	"1984"	"Atlanta, GA"	"0520"	83
	"1984"	"1984"	"Austin, TX"	"0640"	20
	"1984"	"1984"	"Bakersfield, CA"	"0680"	4
	"1984"	"1984"	"Baltimore, MD"	"0720"	37
	"1984"	"1984"	"Baton Rouge, LA"	"0760"	7
	"1984"	"1984"	"Bergen-Passaic, NJ"	"0875"	62
	"1984"	"1984"	"Birmingham, AL"	"1000"	3
	"1984"	"1984"	"Boston, MA"	"1123"	97
	"1984"	"1984"	"Buffalo, NY"	"1280"	12
	"1984"	"1984"	"Charleston, SC"	"1440"	6
	"1984"	"1984"	"Charlotte, NC"	"1520"	9
	"1984"	"1984"	"Chicago, IL"	"1600"	142
	"1984"	"1984"	"Cincinnati, OH"	"1640"	13
	"1984"	"1984"	"Cleveland, OH"	"1680"	14
	"1984"	"1984"	"Colorado Springs, CO"	"1720"	0
	"1984"	"1984"	"Columbia, SC"	"1760"	4
	"1984"	"1984"	"Columbus, OH"	"1840"	10
	"1984"	"1984"	"Dallas, TX"	"1920"	79
	"1984"	"1984"	"Dayton, OH"	"2000"	11
	"1984"	"1984"	"Daytona Beach, FL"	"2020"	5
	"1984"	"1984"	"Denver, CO"	"2080"	36
	"1984"	"1984"	"Detroit, MI"	"2160"	34
	"1984"	"1984"	"El Paso, TX"	"2320"	1
	"1984"	"1984"	"Fort Lauderdale, FL"	"2680"	61
	"1984"	"1984"	"Fort Wayne, IN"	"2760"	1
	"1984"	"1984"	"Fort Worth, TX"	"2800"	10
	"1984"	"1984"	"Fresno, CA"	"2840"	4
	"1984"	"1984"	"Gary, IN"	"2960"	4
	"1984"	"1984"	"Grand Rapids, MI"	"3000"	3
	"1984"	"1984"	"Greensboro, NC"	"3120"	3
	"1984"	"1984"	"Greenvile, SC"	"3160"	6
	"1984"	"1984"	"Harrisburg, PA"	"3240"	3
	"1984"	"1984"	"Hartford, CT"	"3283"	12
	"1984"	"1984"	"Honolulu, HI"	"3320"	21
	"1984"	"1984"	"Houston, TX"	"3360"	210
	"1984"	"1984"	"Indianapolis, IN"	"3480"	15
	"1984"	"1984"	"Jacksonville, FL"	"3600"	12
	"1984"	"1984"	"Jersey City, NJ"	"3640"	62
	"1984"	"1984"	"Kansas City, MO"	"3760"	23
	"1984"	"1984"	"Knoxville, TN"	"3840"	3
	"1984"	"1984"	"Las Vegas, NV"	"4120"	5
	"1984"	"1984"	"Little Rock, AR"	"4400"	0
	"1984"	"1984"	"Los Angeles, CA"	"4480"	502
	"1984"	"1984"	"Louisville, KY"	"4520"	6
	"1984"	"1984"	"McAllen-Edinburg-Mission, TX"	"4880"	3
	"1984"	"1984"	"Memphis, TN"	"4920"	8
	"1984"	"1984"	"Miami, FL"	"5000"	201
	"1984"	"1984"	"Middlesex, NJ"	"5015"	28
	"1984"	"1984"	"Milwaukee, WI"	"5080"	9
	"1984"	"1984"	"Minneapolis-St Paul, MN"	"5120"	24
	"1984"	"1984"	"Mobile, Al"	"5160"	4
	"1984"	"1984"	"Monmouth-Ocean City, NJ"	"5190"	11
	"1984"	"1984"	"Nashville, TN"	"5360"	4
	"1984"	"1984"	"Nassau-Suffolk, NY"	"5380"	69
	"1984"	"1984"	"New Haven, CT"	"5483"	57
	"1984"	"1984"	"New Orleans, LA"	"5560"	64
	"1984"	"1984"	"New York, NY"	"5600"	1783
	"1984"	"1984"	"Newark, NJ"	"5640"	145
	"1984"	"1984"	"Norfolk, VA"	"5720"	7
	"1984"	"1984"	"Oakland, CA"	"5775"	69
	"1984"	"1984"	"Oklahoma City, OK"	"5880"	5
	"1984"	"1984"	"Omaha, NE"	"5920"	1
	"1984"	"1984"	"Orange County, CA"	"5945"	46
	"1984"	"1984"	"Orlando, FL"	"5960"	20
	"1984"	"1984"	"Philadelphia, PA"	"6160"	118
	"1984"	"1984"	"Phoenix, AZ"	"6200"	23
	"1984"	"1984"	"Pittsburgh, PA"	"6280"	13
	"1984"	"1984"	"Portland, OR"	"6440"	24
	"1984"	"1984"	"Providence, RI"	"6483"	10
	"1984"	"1984"	"Raleigh-Durham, NC"	"6640"	9
	"1984"	"1984"	"Richmond, VA"	"6760"	6
	"1984"	"1984"	"Riverside-S Berndino, CA"	"6780"	29
	"1984"	"1984"	"Rochester, NY"	"6840"	9
	"1984"	"1984"	"Sacramento, CA"	"6920"	18
	"1984"	"1984"	"Saint Louis, MO"	"7040"	22
	"1984"	"1984"	"Salt Lake City, UT"	"7160"	6
	"1984"	"1984"	"San Antonio, TX"	"7240"	9
	"1984"	"1984"	"San Diego, CA"	"7320"	56
	"1984"	"1984"	"San Francisco, CA"	"7360"	602
	"1984"	"1984"	"San Jose, CA"	"7400"	28
	"1984"	"1984"	"San Juan, PR"	"7440"	89
	"1984"	"1984"	"Sarasota, FL"	"7510"	9
	"1984"	"1984"	"Scranton, PA"	"7560"	3
	"1984"	"1984"	"Seattle, WA"	"7600"	61
	"1984"	"1984"	"Springfield, MA"	"8003"	9
	"1984"	"1984"	"Stockton, CA"	"8120"	5
	"1984"	"1984"	"Syracuse, NY"	"8160"	17
	"1984"	"1984"	"Tacoma, WA"	"8200"	5
	"1984"	"1984"	"Tampa-Saint Petersburg, FL"	"8280"	25
	"1984"	"1984"	"Toledo, OH"	"8400"	1
	"1984"	"1984"	"Tucson, AZ"	"8520"	5
	"1984"	"1984"	"Tulsa, OK"	"8560"	6
	"1984"	"1984"	"Vallejo-Fairfield-Napa, CA"	"8720"	3
	"1984"	"1984"	"Ventura, CA"	"8735"	3
	"1984"	"1984"	"Washington, DC"	"8840"	196
	"1984"	"1984"	"West Palm Beach, FL"	"8960"	60
	"1984"	"1984"	"Wichita, KS"	"9040"	1
	"1984"	"1984"	"Wilmington, DE"	"9160"	5
	"1984"	"1984"	"Youngstown, OH"	"9320"	1
"Total"	"1984"	"1984"			5727
	"1985"	"1985"	"Akron, OH"	"0080"	4
	"1985"	"1985"	"Albany-Schenectady, NY"	"0160"	23
	"1985"	"1985"	"Albuquerque, N.M."	"0200"	9
	"1985"	"1985"	"Allentown, PA"	"0240"	14
	"1985"	"1985"	"Ann Arbor, MI"	"0440"	9
	"1985"	"1985"	"Atlanta, GA"	"0520"	206
	"1985"	"1985"	"Austin, TX"	"0640"	42
	"1985"	"1985"	"Bakersfield, CA"	"0680"	8
	"1985"	"1985"	"Baltimore, MD"	"0720"	104
	"1985"	"1985"	"Baton Rouge, LA"	"0760"	13
	"1985"	"1985"	"Bergen-Passaic, NJ"	"0875"	127
	"1985"	"1985"	"Birmingham, AL"	"1000"	11
	"1985"	"1985"	"Boston, MA"	"1123"	214
	"1985"	"1985"	"Buffalo, NY"	"1280"	16
	"1985"	"1985"	"Charleston, SC"	"1440"	17
	"1985"	"1985"	"Charlotte, NC"	"1520"	19
	"1985"	"1985"	"Chicago, IL"	"1600"	271
	"1985"	"1985"	"Cincinnati, OH"	"1640"	9
	"1985"	"1985"	"Cleveland, OH"	"1680"	41
	"1985"	"1985"	"Colorado Springs, CO"	"1720"	6
	"1985"	"1985"	"Columbia, SC"	"1760"	7
	"1985"	"1985"	"Columbus, OH"	"1840"	26
	"1985"	"1985"	"Dallas, TX"	"1920"	157
	"1985"	"1985"	"Dayton, OH"	"2000"	10
	"1985"	"1985"	"Daytona Beach, FL"	"2020"	13
	"1985"	"1985"	"Denver, CO"	"2080"	84
	"1985"	"1985"	"Detroit, MI"	"2160"	66
	"1985"	"1985"	"El Paso, TX"	"2320"	4
	"1985"	"1985"	"Fort Lauderdale, FL"	"2680"	153
	"1985"	"1985"	"Fort Wayne, IN"	"2760"	4
	"1985"	"1985"	"Fort Worth, TX"	"2800"	42
	"1985"	"1985"	"Fresno, CA"	"2840"	9
	"1985"	"1985"	"Gary, IN"	"2960"	6
	"1985"	"1985"	"Grand Rapids, MI"	"3000"	11
	"1985"	"1985"	"Greensboro, NC"	"3120"	12
	"1985"	"1985"	"Greenvile, SC"	"3160"	6
	"1985"	"1985"	"Harrisburg, PA"	"3240"	11
	"1985"	"1985"	"Hartford, CT"	"3283"	39
	"1985"	"1985"	"Honolulu, HI"	"3320"	40
	"1985"	"1985"	"Houston, TX"	"3360"	378
	"1985"	"1985"	"Indianapolis, IN"	"3480"	26
	"1985"	"1985"	"Jacksonville, FL"	"3600"	35
	"1985"	"1985"	"Jersey City, NJ"	"3640"	165
	"1985"	"1985"	"Kansas City, MO"	"3760"	42
